,cluster
60735,4
233544,2
34265,5
5055,2
2666,2
182871,2
147967,1
205104,2
124266,5
8718,2
218768,6
165499,2
115671,2
196904,1
179391,4
144491,2
217422,2
115073,1
69402,2
239831,6
162913,1
113763,2
220746,1
89581,5
96689,2
42123,2
74105,2
228199,5
244648,2
76670,2
73983,2
102654,2
30096,2
167098,2
78686,2
81646,5
6608,1
21518,5
247156,1
150829,0
149036,2
178569,2
1529,2
184979,6
160754,2
76530,2
119680,2
174058,2
98542,2
176662,2
138849,2
221151,2
168529,2
41219,2
173047,6
133321,2
208822,5
20988,5
207849,2
92037,2
231767,3
156978,2
221980,2
59503,2
207826,2
8852,2
146470,2
4780,2
175126,2
11939,2
30024,6
168281,2
243020,2
188281,2
154120,2
39516,2
43078,5
72654,5
213013,2
129260,2
196467,2
85302,2
175731,2
16632,2
178600,5
57526,5
224507,2
176057,5
92240,2
20161,2
125127,5
40594,2
128356,2
57031,0
84819,2
70135,5
179916,2
59978,2
62883,1
233509,2
108511,1
205659,6
151388,6
34621,2
206419,1
237320,2
70416,0
84620,5
236124,2
94694,2
155383,6
119311,2
171771,2
26214,2
61647,5
183785,2
48118,2
94723,2
236324,2
100413,2
94794,2
159920,6
166645,6
117661,2
124968,0
65466,2
223667,2
62789,6
200474,2
35793,2
66401,2
16561,2
137972,2
87762,1
132933,6
217635,5
173288,5
246476,5
121447,2
190676,2
159181,2
6292,2
121948,2
60793,6
64811,2
229385,2
94700,5
150458,2
166351,0
6692,2
252875,2
14964,2
5276,2
252050,2
183132,0
176254,2
3715,2
252530,5
207410,1
18778,2
93303,2
132742,2
103737,5
235445,2
209013,2
179455,2
242370,0
213043,2
200385,0
240266,2
151993,2
245539,2
72861,2
65209,2
111773,6
147052,2
98549,2
243906,2
101812,0
144293,2
141071,2
72468,2
173279,2
80265,2
88147,2
104008,2
76536,6
186502,2
228118,2
135487,2
28299,2
119817,2
150733,2
108165,2
253659,2
180764,5
42398,5
223610,6
92582,2
176276,2
66675,2
203834,2
111067,2
243805,2
39350,1
16056,2
131106,2
204229,0
225749,5
237879,6
89233,2
111340,2
162726,2
227500,2
60888,5
136785,1
39548,2
59954,2
56629,2
13826,5
105876,2
166716,6
57152,2
171521,2
183041,2
46255,5
69650,2
8897,2
23486,2
138652,2
57565,2
89649,2
28663,2
218637,2
216077,2
212828,2
191791,2
9989,6
33308,6
21870,2
65662,2
250061,2
194866,2
46425,5
43465,5
242931,2
187914,2
239348,5
158397,2
175891,2
234512,2
248738,6
51181,2
32442,2
229863,5
18654,2
218617,5
167375,1
83115,1
180668,5
71690,2
95132,5
5996,0
4748,1
97737,2
40742,6
233388,2
31129,2
62048,3
187702,2
137637,0
169407,2
27094,2
33256,2
52621,2
237718,3
54057,5
202700,5
160319,5
36526,2
159636,5
200896,2
59146,2
128375,2
38950,2
71039,3
32160,2
196863,1
234639,2
119259,2
76268,6
231158,2
15598,2
120849,2
167659,4
38881,2
174594,5
206979,2
169316,6
235947,5
14517,5
44625,5
14039,2
73855,5
107014,2
127447,6
179290,3
135585,0
220857,2
56571,2
163486,6
219109,2
209340,2
229747,2
84419,2
223457,6
136586,2
187457,1
137728,0
221026,5
139676,5
69610,5
87517,3
201418,1
79801,2
162456,2
77628,3
44303,2
86699,2
82934,5
140363,2
172397,2
194147,5
52321,5
248248,5
41658,2
2385,2
65224,2
228290,2
88010,2
147374,2
190697,2
217119,1
29645,5
52110,2
60190,2
32510,6
215774,2
185977,2
3929,2
199913,6
13205,2
30305,5
91052,2
45353,2
250204,2
161371,2
58710,2
80987,2
109155,0
174342,6
240917,2
192190,2
237988,1
85898,2
242873,2
180766,6
8961,3
27746,5
75523,5
98807,2
162971,2
12453,2
103446,2
207524,5
188385,2
51236,2
108247,2
218388,2
26272,1
177287,5
61616,3
52382,2
201100,2
149019,6
223594,2
153391,2
217662,2
177172,2
77278,2
212942,2
142844,2
46848,2
193211,5
126252,2
102334,6
191122,2
45914,2
95870,5
115756,2
49387,2
202867,2
141642,2
83482,2
189873,6
238165,2
198754,2
91590,2
52210,6
90627,2
188907,2
143142,2
134965,2
30085,2
72659,2
16367,2
128485,2
154579,2
246083,2
102281,0
214403,2
174687,5
104968,2
174413,2
18279,2
116744,2
220820,2
213489,2
242800,5
224306,2
43527,2
59218,2
206995,2
183154,5
225732,2
1733,2
143498,2
201039,2
81834,2
240274,6
221594,2
45476,1
12127,2
251504,2
80391,0
128658,0
11815,5
77164,5
198683,5
187236,2
61520,2
188724,5
78202,5
224138,2
86984,2
208401,3
198333,2
103409,6
79060,2
232379,2
132389,2
237315,0
46410,5
206882,3
70506,2
16746,6
167009,2
233803,1
101839,2
44465,0
233336,2
136358,2
164249,2
223504,2
74722,2
223681,2
83251,5
10612,2
208303,5
116522,2
218274,2
133256,5
19309,2
70643,2
95141,2
198003,2
103099,5
219478,2
204063,2
111655,2
160662,1
232852,2
22309,6
124670,2
192005,2
77098,2
6744,2
53523,2
46390,5
99074,2
30496,2
102328,2
131994,5
101160,2
70772,0
250060,2
147803,1
29033,2
196369,2
177554,2
192800,5
51601,0
85987,2
111407,2
210514,5
98641,2
196439,5
99382,2
27656,2
57293,5
120229,2
108762,2
157987,2
231852,2
62211,2
106384,2
7996,6
15587,3
24559,2
240101,2
158110,2
41970,2
175726,6
102687,2
4870,2
211707,3
45104,2
84094,2
16067,2
199269,6
172094,2
40621,3
1436,2
184003,2
66410,2
102318,2
23117,2
82999,5
243128,6
172028,5
71547,2
199402,2
71567,2
59130,5
6247,0
188022,5
223591,2
217728,2
5777,2
183517,2
75392,2
93597,5
127999,5
49602,5
215506,2
32643,2
92961,2
97183,2
64363,2
55697,2
139086,2
160070,2
20385,2
93450,2
152009,2
193432,1
144507,2
246393,2
169625,2
70603,2
239725,5
178873,2
240228,2
152150,2
87564,2
57378,1
234963,2
206101,0
181878,2
27459,2
72598,2
68424,5
117623,1
235529,6
228044,2
246774,3
83919,2
74414,2
30671,5
227232,2
108198,2
247473,2
217363,2
243329,2
185368,2
220989,2
89282,1
182561,2
201343,2
42191,2
61473,2
163304,2
31589,2
16657,2
201971,5
30014,5
63967,5
125773,5
185286,2
224881,2
142557,2
131721,2
50845,2
68480,5
238894,6
36987,2
10895,2
51588,2
104169,2
840,5
178424,5
19982,2
70928,2
231503,0
20660,2
173262,1
240293,2
7391,2
45217,2
102989,2
42482,2
65537,2
228811,2
184853,5
133785,2
59693,2
112737,2
20099,1
200477,5
206821,2
200270,2
74792,2
204022,5
241932,2
221482,3
193713,2
227165,3
86514,5
58498,2
136243,2
108568,1
220693,2
204480,5
24911,2
31272,2
216952,6
213101,2
247051,2
153149,2
228875,2
127915,2
215189,2
177583,2
213833,1
99820,6
148396,2
39905,5
132878,2
32173,0
105891,5
12737,3
228643,2
220762,2
197081,2
245742,2
134800,2
203972,2
100062,5
242591,2
216098,2
246981,2
228415,2
30461,2
129077,2
134949,2
90806,2
178615,5
205898,5
8901,2
134238,5
253648,6
212223,5
72073,2
77832,1
70605,2
100532,2
93819,2
212003,2
215631,5
67345,2
191098,0
219531,2
213547,2
24734,5
2229,2
231527,2
101565,2
82164,5
127871,5
101717,2
114517,2
249472,0
153078,2
65709,2
16458,6
110492,2
230730,5
13340,5
127055,3
161478,2
14061,2
152525,1
13127,2
142560,0
196145,2
6513,2
88919,2
65202,0
251107,2
98140,1
217636,2
61901,5
206791,2
5360,2
145546,3
12543,3
101594,5
165425,2
100705,2
67706,2
50453,2
224833,3
21842,5
67777,2
176472,2
13895,6
43768,2
12724,2
179578,2
195913,5
241540,5
168465,2
162725,2
206471,2
186942,2
15626,2
95134,2
147534,2
46726,2
241547,2
58431,2
142372,2
194874,2
78336,2
49879,2
97586,0
800,2
222085,2
227902,2
128954,2
114957,2
45054,2
243627,2
205186,3
185052,2
46479,2
52260,6
49825,2
23994,2
74503,2
138674,2
201788,5
148885,2
25025,2
106546,2
245442,5
230825,2
7241,2
181365,2
217023,2
27319,2
81052,5
165190,2
250656,6
190720,3
185162,0
237981,2
26542,5
139260,2
200498,2
39241,2
165392,6
44131,6
32647,2
10807,2
15621,2
172648,2
157443,6
220868,2
223626,2
179913,5
75203,2
30738,2
106171,2
12077,1
71683,5
117387,2
100050,2
111460,2
151457,2
66151,2
250484,2
191169,2
121984,6
142114,1
88166,2
221591,2
213310,2
74962,2
141609,2
150916,3
162914,2
41865,2
159184,2
141231,2
169558,5
183003,2
190068,2
11056,6
169667,2
90355,0
51541,3
166655,2
213154,0
127144,5
190291,2
221058,2
196856,2
8876,2
104931,2
221740,2
220858,2
185463,2
86575,2
88339,2
27819,2
9941,5
90857,2
181730,2
74775,2
83622,5
203204,2
69229,2
158472,1
93483,5
204507,2
195573,5
66958,2
72202,2
55974,2
169608,2
136844,2
41063,2
39314,2
110511,2
212803,2
56349,2
163892,2
117537,5
77562,2
111582,5
38008,2
3733,2
181176,5
190091,5
135827,5
102745,3
247738,2
216331,5
9757,5
241003,2
73288,2
157634,2
63977,2
73804,2
4922,2
183708,5
248580,2
34218,0
114336,6
55782,2
47210,2
242278,2
148098,2
139668,2
154741,1
33894,0
1854,6
69454,2
56302,5
90971,2
68941,2
63014,5
58749,0
120660,2
191797,2
99233,2
20872,2
198529,2
217535,2
239881,2
130703,1
38551,6
38066,2
241380,2
252604,5
175573,2
112484,2
133956,2
84765,2
182198,2
83525,2
91980,2
172959,5
113922,5
8541,2
271,6
165297,5
155144,2
210874,2
57248,2
102083,2
240899,2
68140,2
32907,2
5285,5
57766,6
153651,2
14857,2
53242,5
99524,2
55314,2
77462,2
147716,2
22568,1
94481,2
60692,5
171388,2
239386,2
138813,2
218412,2
248191,2
9753,2
90171,2
19787,3
48829,2
906,5
63078,2
98877,2
137928,2
169219,2
155395,5
117286,2
214833,2
17275,2
99323,2
185906,6
136900,1
43099,2
118698,2
110145,5
14250,6
252421,3
71035,1
211619,2
247868,2
168954,6
65181,2
46107,6
85085,3
17743,2
126915,2
102431,6
224685,1
153121,2
82369,2
230252,5
106920,2
138103,2
54836,2
181131,5
210743,5
74199,2
89878,2
15897,2
15315,2
73735,2
169186,4
252017,5
27571,1
91703,1
4151,3
112622,2
77273,2
149419,2
195341,5
24481,2
50876,2
227201,2
27241,1
207448,2
169818,2
199637,2
21868,5
91887,6
163528,5
26684,2
233834,2
49922,2
121593,5
72020,2
201191,2
253427,5
180283,2
217193,3
234874,5
98472,6
247060,0
147854,2
218345,2
45344,2
163717,2
198284,2
126112,2
74959,3
103473,2
73261,2
159369,3
161747,2
210211,1
196480,2
67046,2
252353,2
114133,2
117406,2
216033,2
204119,3
30156,5
8302,2
84225,2
161472,5
188407,2
60724,1
112705,2
78434,2
168400,2
98695,5
106808,6
91240,2
109512,6
146824,2
66137,2
116680,5
230909,5
117500,2
82157,6
23508,2
126429,0
132057,2
102956,2
30081,2
108054,2
57230,2
216114,2
126845,2
71538,5
204736,2
253403,2
93461,5
199340,2
30084,2
200526,6
37285,6
72948,2
101923,2
149300,2
246222,2
162975,2
167763,2
27708,2
239269,5
140101,5
105101,2
12402,5
13711,2
53769,2
202223,1
20477,2
88190,2
239444,2
112067,5
251802,2
202117,2
201595,2
184033,0
130955,1
243159,5
213673,3
83713,5
225853,3
126861,5
172008,2
247370,2
114915,0
76835,5
12478,5
33108,2
115909,2
205389,2
179329,3
64079,6
13413,2
153940,5
173928,3
170753,6
27120,2
192955,2
33465,2
243796,2
154195,2
95622,2
81898,2
207026,2
69826,2
203934,4
74196,2
208113,2
88790,5
233497,2
249753,2
109023,2
140735,2
80484,2
144805,2
4264,2
187328,6
65386,2
22889,2
83164,2
246279,2
221227,1
91555,5
123411,2
219704,6
90477,5
80353,2
96462,2
195096,0
27423,6
56954,2
78876,2
222286,2
75916,2
61994,2
218552,2
60696,2
124896,5
172316,2
144891,2
177044,2
113751,2
206820,3
121558,2
204960,2
117310,5
109284,5
142365,2
160415,0
18789,2
75032,2
161980,2
229983,2
96480,3
179147,5
21016,2
247514,1
100648,2
9545,5
64931,5
247903,2
70227,5
217141,2
109086,2
58770,2
239252,2
544,5
115539,2
128979,2
173503,2
91778,2
142599,2
23871,2
141778,5
161399,2
82865,2
236239,2
143104,2
181107,2
218227,2
191904,2
107125,2
99253,2
38411,2
180570,2
179547,2
38922,2
38624,2
158469,2
4004,2
97549,2
6094,2
23080,3
11261,5
210479,2
216068,2
194348,2
218440,2
132852,2
20501,6
37839,5
104407,2
171762,2
63569,2
33545,2
191217,5
170271,2
28727,2
87867,2
49486,2
15618,2
28718,2
161956,2
39347,5
209798,2
247754,2
247562,5
52704,5
39878,6
182660,2
145198,6
60142,2
210077,5
153218,5
4040,2
235946,2
48874,4
28174,2
191304,2
202416,5
54672,2
44025,2
176656,2
1307,5
176731,2
108153,2
180850,2
1681,5
224375,3
196745,2
239357,2
35430,2
229913,4
249653,2
12189,0
233309,2
229033,5
7550,2
162762,2
17817,2
186808,2
21837,5
79241,2
186442,4
194407,2
2369,4
201091,6
96001,2
231,2
160601,2
154657,6
117361,1
210173,2
156873,6
225984,2
22646,5
198486,6
188888,5
169417,5
238710,2
171694,2
164569,5
43647,2
89663,2
229800,2
201665,2
142521,2
179009,2
162820,2
35411,2
15421,2
179476,2
89655,2
155800,2
59935,2
144369,2
59743,2
142921,6
10002,2
143026,2
13222,6
230128,6
101134,1
17374,2
105672,2
1811,2
60109,2
91986,3
109625,2
65159,5
26554,2
57620,2
169484,2
19719,0
192641,2
155332,2
136858,2
61412,2
3993,2
32584,2
78655,5
23968,2
53438,5
934,2
115822,3
9328,2
240288,2
94780,2
192911,3
219065,2
33039,6
234635,2
216192,1
241348,2
7051,2
130635,2
65398,2
224335,2
83632,2
77263,5
133926,2
78541,2
70217,2
210336,2
185156,2
138708,5
67390,2
248868,2
190120,2
70586,2
196351,2
248773,2
189524,2
215609,2
44521,2
133239,2
205941,2
88618,2
75156,3
76418,1
180779,6
76000,2
161043,1
226831,2
76635,5
211870,2
76861,2
99899,2
75105,2
45396,2
208641,3
128409,2
176561,2
58413,6
204193,1
212197,2
59364,2
68364,2
188676,2
8269,1
221957,2
169827,2
139792,2
54483,5
202799,2
130672,2
197506,2
166450,5
9864,2
129521,1
31052,2
111207,2
221602,2
35223,2
71136,2
80675,2
181754,2
174483,3
74019,0
33675,2
101644,2
60918,2
234485,2
11755,2
176200,5
184942,5
73311,2
118494,2
76840,2
199128,3
36232,6
88981,2
154229,5
134843,5
38327,2
98285,2
117067,2
78049,5
41016,2
130710,2
150194,2
164806,5
173506,2
115488,2
30207,2
237696,6
59917,2
60283,2
164808,2
133768,2
4878,2
176412,5
83200,5
81548,2
220948,2
250956,2
188836,2
120625,3
56769,2
147158,3
30433,2
113565,2
24588,5
173216,2
73423,5
140978,2
92761,2
87690,3
154817,2
136649,0
50375,2
128216,2
37741,6
51169,2
150082,2
96029,2
93044,2
243917,3
80425,2
30923,2
194471,2
13182,0
89523,2
196162,2
72081,2
204888,2
65976,2
251979,5
91108,2
38209,2
15129,2
54650,2
178598,3
120477,6
114255,2
163251,0
34331,2
123000,2
116207,2
98684,2
227189,2
234649,6
250103,2
2342,2
16457,2
161066,2
203873,2
8020,2
111958,2
136722,3
221295,5
184070,2
244654,5
30873,1
198432,2
165212,3
52710,1
5987,1
37149,6
177917,2
230098,0
239684,6
69642,6
6645,2
219827,5
149418,2
95552,5
95907,2
107971,2
25820,2
34622,1
69099,1
155438,6
229500,2
79856,2
127646,2
51468,2
249942,2
43171,2
221394,2
113836,2
245388,2
53853,5
194856,2
129536,2
62849,2
183878,2
100641,2
241829,2
122972,5
10922,2
134089,3
217970,2
77856,2
27336,2
90762,5
210175,5
93991,5
239217,5
42521,2
243850,2
233212,2
159456,5
75960,1
149075,2
240275,2
31101,6
91834,2
161204,2
148735,6
169998,2
10571,2
144624,2
91231,2
181998,3
148991,2
61037,5
154870,2
20488,2
35415,2
212580,6
245472,2
36145,5
144106,2
37977,2
51626,5
94926,2
21645,5
10289,2
139886,2
135994,5
231143,2
184561,0
158075,2
230271,2
239566,2
141235,2
178291,5
99871,2
131066,1
211031,2
163951,2
198950,2
130145,2
223694,2
24077,2
170557,2
60209,0
139163,1
158999,2
25568,1
94601,2
144905,2
165342,2
56291,2
52543,2
143713,7
143339,2
4631,2
92406,2
137395,2
62276,2
72150,0
180635,2
242648,2
152381,2
226110,2
124457,0
103780,2
243742,2
175234,2
166357,6
72104,2
101494,2
28272,6
198812,2
102462,0
37359,1
60336,2
50438,2
213652,5
41138,2
12029,6
51747,5
68401,2
209371,1
206564,6
249378,5
119440,2
180345,2
191878,2
9439,2
216137,2
47528,2
170267,5
104526,2
193807,5
54319,2
127276,2
253392,2
91032,2
120375,5
213256,6
218529,2
189531,5
222738,1
70059,2
194566,2
250164,1
167016,2
58808,2
219407,5
175483,2
238852,2
107740,2
25689,2
55237,2
73008,2
45689,1
5041,2
57158,5
209752,5
91119,2
62659,2
198925,2
225642,2
203492,2
175062,2
210522,3
149205,5
16897,2
126862,2
59325,2
244844,1
59281,2
123747,2
248012,5
47166,2
218570,2
236301,2
71775,2
238158,2
233984,2
201993,2
219507,2
6867,5
74261,3
154245,2
134404,1
94874,5
128813,2
21266,2
233382,2
41110,5
234288,1
125799,2
53824,2
192704,5
107949,2
61853,2
52929,2
30026,2
7970,2
54922,2
189933,2
2088,5
143553,2
170993,2
224399,2
72142,2
19427,2
123378,3
214899,2
121589,3
143699,0
192086,2
234659,2
148317,2
134836,2
119000,5
105615,2
198292,1
177750,2
23948,2
85574,5
74009,2
44939,2
146350,5
203028,5
145830,2
195793,2
63652,2
94622,2
236344,3
10354,6
221125,5
247684,2
162875,2
208277,1
5542,2
76056,1
133240,3
237579,2
66677,1
143833,2
117118,5
27402,6
22773,2
68136,5
141950,2
193777,5
117422,0
173687,2
192507,2
191799,2
167558,2
114908,2
14532,2
1128,0
39472,2
17963,2
142699,2
251079,2
251023,2
185969,5
21524,2
251559,2
223993,2
76519,2
166561,2
241227,3
211435,2
242834,2
151189,6
98,5
102791,2
1103,5
39254,2
187412,5
13614,5
237551,2
22901,3
36123,5
156659,1
119268,2
153002,2
224982,2
178410,2
149185,2
42271,2
252978,1
232121,2
170050,2
237765,2
207012,2
74506,2
140216,2
209734,5
69637,2
42141,6
236631,2
144522,2
55729,2
57733,2
94377,2
187104,2
240092,2
455,2
95323,2
136567,2
98765,2
163615,6
230663,2
122532,1
70887,2
220614,6
193910,6
18716,2
87012,5
31729,5
240774,2
188207,2
157319,5
54197,2
179609,5
127415,2
140727,2
42421,5
67050,5
46439,5
18116,2
32035,5
146716,2
149781,2
184046,2
161224,2
158168,5
235821,2
129999,2
142576,3
214809,2
199103,2
107046,2
251210,6
179861,3
71571,2
110236,1
211625,1
17267,2
57606,6
202261,2
226204,2
