,cluster
21321,2
252970,5
242833,2
8389,2
159671,2
86474,2
177270,2
201187,2
188463,2
209316,5
235849,2
231530,0
109489,2
106430,2
110780,6
36376,2
28800,2
182361,2
198921,2
194196,6
14205,2
110286,2
137654,2
135343,2
215426,2
22363,2
96984,6
189666,5
169812,2
28201,2
195688,2
143506,6
215229,0
38134,2
158130,5
93685,6
220202,5
66739,3
1902,2
27547,1
28073,0
35100,2
7387,2
212108,2
237806,2
32456,2
180226,2
129122,2
62066,2
126441,2
150060,2
139972,3
99059,3
176644,2
248232,2
222154,2
62161,2
114058,0
82319,2
210685,2
150055,2
217195,2
164470,1
120406,2
150996,7
122848,2
231650,2
49987,2
16317,6
245402,2
12175,3
91694,2
190878,2
221276,0
252900,2
222292,2
192599,2
249469,6
111398,6
160173,2
20189,5
167325,2
159697,5
22874,2
45129,2
51363,2
200435,2
132758,2
170601,2
211349,2
253201,5
182764,2
96958,2
103339,2
209756,3
10012,2
175480,5
221614,6
190175,2
172919,2
123937,2
253283,2
97067,2
174523,6
251277,2
252335,2
68838,6
231036,3
207359,2
168227,0
80553,2
106293,2
181279,2
121965,6
208047,2
212252,4
235326,2
239479,2
101824,2
8361,2
111393,2
48453,2
162093,2
142699,2
227566,2
188552,0
250385,2
36121,2
61843,2
118239,2
64106,2
3845,2
188869,2
157989,3
113886,2
30161,2
172681,5
160748,2
210779,5
149944,6
37645,2
131173,2
2573,2
118397,2
76602,2
74804,2
144642,6
251742,2
47426,2
22740,3
61033,6
131266,6
235442,2
142309,2
110341,2
13408,2
117043,2
66061,2
158616,2
52985,2
25976,5
72739,2
57918,2
115896,2
108064,5
228382,6
79329,2
136475,2
22573,2
137179,2
88488,2
65208,2
221515,2
185032,2
103573,6
221975,6
161012,2
58756,2
75535,6
127132,6
248654,5
73117,2
56231,2
57562,0
132139,2
103615,2
251772,2
47163,2
214874,2
181823,2
250570,2
3272,2
169688,6
105677,5
137867,2
228096,2
118773,6
50895,2
54602,2
49168,3
62339,2
149757,2
31232,2
21319,2
202766,6
200579,2
99200,5
51884,3
240382,2
164199,2
128547,6
59654,2
30343,6
77064,1
197785,2
29430,2
204857,6
107796,0
24658,2
212068,2
139914,2
100940,2
24708,2
24959,2
128096,2
37294,6
122037,2
246563,2
117549,2
69331,2
22903,2
101496,2
101234,2
215150,2
161274,2
22927,2
151204,2
247482,5
84285,2
178569,2
235376,2
67259,6
185700,2
50413,5
51041,2
196226,5
48373,2
124886,2
26882,2
124610,2
127799,6
234687,2
169745,2
218497,3
69529,2
215719,2
126109,2
124201,6
84170,2
161809,2
85205,3
118816,2
218503,2
97528,2
54601,2
35212,2
113545,2
223529,2
11795,6
95475,2
253444,5
39771,2
19755,5
135073,2
164990,2
94439,2
248432,2
175637,2
43452,2
173080,2
68044,3
134441,0
242692,1
61346,6
105553,5
97071,2
246461,2
69873,2
157170,5
133952,5
221357,6
75033,2
39544,2
202110,2
81299,2
124889,2
219987,2
182742,2
136526,2
57633,6
3144,2
143623,0
181372,2
99668,2
7577,2
80749,6
11063,6
207935,2
54051,2
140087,2
75609,2
71784,6
252551,2
51230,3
58606,0
115667,2
154768,5
2158,2
143885,0
119619,6
14585,6
62535,2
54543,2
88009,2
44106,2
62304,5
132823,2
18803,5
138325,0
47541,2
73087,2
156342,2
138730,0
50115,2
140441,2
1755,2
135894,2
165048,2
36183,2
49724,2
38363,2
68117,2
195245,2
141343,2
62175,2
107278,2
123465,2
36754,2
131333,2
110939,2
11793,2
59589,2
85507,2
221421,2
212603,2
34812,2
132298,2
97905,6
60354,2
9699,4
222125,2
50189,0
186691,2
143337,2
112382,2
116455,2
55124,2
227967,2
45980,2
244775,2
82382,2
64939,2
183266,2
194017,2
203156,2
115919,2
93211,2
140815,3
177081,2
174336,2
153725,2
172709,2
161817,2
192146,2
16012,2
180403,6
91132,0
133385,6
245931,2
1495,6
136419,2
190627,5
82359,2
220313,2
61334,3
73195,2
244903,2
251962,2
1812,2
235632,2
94850,2
158478,2
68735,2
91232,2
61010,2
118244,2
196898,2
20982,3
161391,5
168728,2
38439,2
1157,2
215392,0
224914,2
137153,3
158082,2
151167,2
131915,2
47254,2
218978,2
129996,0
31930,5
217011,2
141945,2
48369,2
232466,2
180397,2
186728,2
35258,3
126816,2
43653,5
40702,2
79468,2
244576,2
110098,1
156180,2
181357,2
25121,2
211867,2
103388,3
228996,5
128685,2
134413,2
197427,2
60948,2
89395,2
47612,2
61892,2
108471,3
54682,2
86993,2
56037,2
247458,2
5566,5
125206,2
201137,2
218963,4
98689,2
250143,2
124747,2
9389,2
195414,2
39959,2
26863,2
159768,2
20756,2
69173,2
176021,0
219729,1
46285,5
126207,2
187108,2
203098,2
146800,2
185473,6
119718,2
228976,2
70774,2
37329,6
63711,2
40457,2
178826,5
144420,0
137701,6
137492,2
110228,2
156310,2
163730,2
34964,2
53113,2
156676,2
124303,2
139578,2
133228,2
97560,2
38956,2
171511,2
117251,5
60995,2
253619,5
2202,2
99237,2
209341,2
117938,2
204490,2
119226,0
32002,2
214646,2
62410,2
72957,2
110578,6
161720,2
185012,2
149561,2
35581,2
23956,2
41554,6
33264,2
13794,2
180125,2
232809,2
182530,2
165068,2
205257,2
17577,2
16315,2
52286,6
81530,2
42347,2
81865,2
126706,2
200787,6
225968,2
202610,2
208685,2
92552,2
229731,3
138780,2
231391,2
174942,2
74310,2
236767,2
93163,2
204117,2
253168,2
213720,2
49091,2
20472,2
186842,2
113770,6
37171,2
180513,2
80496,6
61526,5
201177,2
38212,2
5908,2
113616,6
16594,2
29077,2
35765,6
20953,2
112183,6
18299,2
235491,2
110508,0
147635,6
71096,2
82953,2
187419,2
229086,2
160137,0
178707,2
114796,2
150947,2
229098,5
136300,2
73878,6
77378,1
38804,2
102168,2
37742,2
185400,2
190045,5
168785,2
164026,2
216671,2
115418,2
184390,2
148147,2
163142,2
72225,3
168765,2
122677,2
83107,2
122635,2
68754,2
133191,2
39068,2
250302,2
102633,0
195159,2
101563,2
79903,6
253332,3
168059,0
206749,2
144247,2
60943,2
64779,2
73868,2
147772,2
14421,2
140683,2
162295,2
175709,2
185643,2
23795,2
1934,2
141835,3
164398,2
243543,2
197087,2
185985,2
53139,2
108003,2
87711,2
139922,1
184902,2
187323,2
10555,2
164779,2
133071,2
74067,2
219039,2
106246,2
93963,2
173441,2
206730,6
182850,2
113758,2
66682,2
200242,2
110832,2
245177,2
59489,2
55745,2
35901,6
120550,2
174023,2
215975,2
208702,2
251943,6
215359,6
184432,0
167873,2
72672,2
157042,2
186281,2
81624,6
238247,2
52874,2
44291,2
55187,2
23068,2
12516,2
157397,6
181922,5
27335,2
161266,2
52351,1
3760,1
27770,2
227502,2
139245,2
175063,2
147414,2
177588,5
178581,2
150841,3
238290,2
123980,2
26044,2
14039,2
90826,3
49422,2
39704,6
178076,0
111491,0
38700,2
246259,2
249811,2
166237,2
200237,2
240530,2
21991,0
107048,2
84411,2
109453,2
53881,2
7125,0
54820,6
111456,2
27154,2
218552,2
209486,2
19081,5
120257,2
164531,2
135798,2
205456,1
140984,6
16283,1
10638,2
137512,2
177100,2
59179,6
189424,6
79966,2
46293,3
37687,2
63648,2
202698,0
60825,2
111594,2
214718,2
37112,5
193197,2
179086,2
125754,6
36997,2
69409,2
21375,4
120264,2
114672,2
231343,2
189219,2
197747,2
233275,2
253072,2
185829,2
29436,6
30531,2
158184,2
119683,5
80141,2
137380,2
226855,2
62091,2
51447,1
102717,2
29175,2
216359,2
148255,2
40148,2
66660,2
200680,2
205848,2
119433,2
73311,2
189807,2
52390,2
56264,2
34060,6
249877,0
246917,2
139911,2
41866,2
138867,2
55188,2
151171,6
161405,2
138305,3
164610,2
93188,2
157138,2
188481,3
101806,6
91960,2
56055,2
166133,2
214370,0
155274,1
122022,6
51929,2
14809,6
227011,6
135491,6
223614,2
34300,2
198084,6
208895,2
3698,2
240719,2
231430,2
192465,2
221011,2
155662,2
125501,6
51777,6
79621,2
39734,2
94739,6
38858,2
22226,6
223900,6
42375,6
231796,6
222722,2
133225,2
112660,2
4212,5
132443,6
241330,2
162375,2
93184,2
28807,2
111322,2
157980,2
149190,6
208862,2
40576,2
70726,2
226287,6
111934,2
30681,2
46613,2
174333,2
178657,2
50535,6
62802,6
149482,2
129313,2
225455,2
95306,2
162170,2
30645,2
239564,2
15099,6
236685,6
155330,2
58735,2
230276,2
3026,2
85542,2
31592,2
58238,6
216260,5
88281,6
80166,6
84045,5
39084,2
59061,2
77038,2
206468,5
227061,5
130524,2
110641,0
10790,2
9284,3
171039,2
72998,5
247797,5
88301,2
33054,3
200486,2
238891,1
116772,2
104981,3
130479,2
1263,2
52239,2
208635,3
93811,6
71887,2
202511,2
52844,6
3289,2
8014,2
172439,2
120803,2
117381,1
216855,5
18438,2
129538,2
63493,2
241134,2
232749,6
86601,2
230201,2
4931,2
49930,2
74447,2
25992,2
171653,2
137116,6
19915,6
172029,4
74408,2
173856,2
103761,2
242961,2
175279,2
202334,2
226113,2
92388,2
216114,2
220832,2
48072,6
67907,2
231220,2
100477,2
172522,5
108772,6
99823,2
117331,2
246117,2
136536,2
248088,2
57279,2
69025,2
174132,2
53071,6
105541,2
186526,2
217963,2
163198,6
223336,2
118640,2
21037,2
59611,5
169402,2
133156,2
13092,6
25998,2
196729,2
11456,2
141233,6
63603,2
228189,2
57640,2
185117,2
43958,0
170373,2
85094,4
194815,6
171708,2
157090,6
104672,5
204462,6
151417,2
246870,2
134891,0
157784,2
84433,2
126,3
115967,5
244527,2
110865,0
16761,2
72905,2
183281,2
148925,2
182733,2
245623,2
248732,2
23278,6
133418,5
122284,2
88764,2
243814,6
132273,6
37985,2
117902,2
239699,6
118859,0
232067,2
9481,5
196997,2
108535,6
147176,2
34420,5
195266,2
2356,2
16964,2
86349,2
125242,2
215896,2
79014,2
91604,2
81021,5
42574,6
189961,2
42648,2
92253,2
67404,2
83954,2
120185,5
95594,2
106227,2
100311,2
5656,2
148743,2
90859,2
118829,2
2309,2
111892,2
18825,2
173361,6
28999,2
147186,2
172893,2
211688,2
78873,2
29517,5
39457,2
76828,2
195541,2
201393,2
70880,2
104063,2
98800,2
74203,2
101583,2
230858,6
129030,2
66793,6
200153,2
98945,2
80456,6
136472,6
145385,2
175515,2
210637,2
45388,2
3152,2
210754,6
233780,2
247510,6
158955,2
220529,2
107560,2
220760,2
26390,5
81314,1
71483,2
152637,6
169544,2
98975,6
92189,2
19001,2
59941,2
117180,0
174801,2
37140,2
180523,2
239064,0
152393,2
6840,5
214232,2
99318,4
16262,1
23732,0
60333,6
216614,2
91593,2
4273,2
219200,1
171785,6
120536,5
211943,2
103165,2
207986,2
190986,2
160499,2
112098,6
20816,2
224103,0
221999,0
235811,2
24388,2
153949,2
126740,2
128631,2
194817,3
41956,2
437,1
193561,2
95017,2
153996,2
108165,2
113533,2
147877,2
230847,2
69327,5
56536,2
59659,2
238251,2
210284,2
105806,6
108044,2
55206,2
222348,2
217668,2
76216,6
16636,2
192648,3
92496,2
202701,2
74311,5
156956,2
248777,2
118338,2
183405,5
34278,2
192602,5
132663,2
209654,2
169907,6
11669,4
45097,2
7366,2
188862,2
50422,2
99075,2
161658,2
230690,2
192438,2
12386,2
221860,2
234603,2
126743,2
88421,6
77940,2
91585,2
126720,2
29969,6
236496,2
181918,2
83982,5
115198,2
125094,2
18948,2
238794,2
140524,2
197329,2
216774,2
40458,2
43863,0
230929,2
19949,2
147885,0
252525,6
42266,2
210397,2
149582,2
195337,2
20342,2
180782,6
194724,2
19889,1
167134,2
248367,6
71174,2
250300,2
42542,6
122426,2
90644,2
172565,6
198791,2
63480,1
91872,2
104027,2
116313,2
61224,2
241845,2
249436,2
133194,2
12693,2
229886,4
112984,6
18527,2
249850,2
128160,6
191069,2
198749,2
227777,2
72163,2
138071,2
201202,2
95912,2
247404,2
17585,5
247874,2
31684,2
38512,2
209214,2
34841,5
26320,2
89225,2
100177,2
108198,2
131342,0
69276,2
86663,2
221272,0
72289,5
247724,2
138223,5
209088,5
230257,0
137233,2
226610,2
44723,2
245193,4
109753,2
201583,2
158569,2
68998,2
183950,2
219085,2
69338,2
11199,2
164172,2
103172,2
235894,2
134024,2
3168,5
77123,2
157331,2
54648,6
58433,2
45588,2
37870,2
98879,5
34806,2
45391,2
168337,2
25808,2
79102,2
168515,2
66612,2
176859,2
135999,2
235003,0
83772,5
177732,3
193076,2
120102,5
122047,2
105582,2
42153,2
67091,2
78485,2
112952,5
189502,2
58240,2
162266,6
207685,2
117748,0
73636,6
32179,6
17263,2
74985,2
164455,2
55185,2
250192,2
145970,3
153434,2
30780,2
205141,2
73677,2
179199,1
234956,2
47151,2
76029,3
73822,2
223546,2
99459,2
146704,2
1429,5
7089,0
193334,2
163527,2
89237,2
221284,6
2650,0
29644,2
53454,2
65976,2
24004,2
165024,2
26178,6
190892,2
94787,2
86837,2
225662,2
245304,2
246848,6
236397,5
167650,5
13247,6
128365,5
193243,2
85127,2
67127,5
21024,2
30394,2
177268,2
96318,5
87468,2
233979,3
246509,2
151501,2
135506,2
58624,2
168666,2
142514,2
38170,2
167207,3
97936,2
113037,3
6914,2
165145,2
78982,2
251565,2
222261,2
118039,0
16212,2
48074,2
73602,2
59307,2
59650,2
249009,2
111544,2
175381,2
90377,2
75742,2
49737,2
173366,6
167635,6
221657,2
96631,2
61349,2
197368,2
185551,6
67424,1
230673,2
38871,2
70646,2
154946,2
118687,2
46116,5
170642,2
113379,2
190666,2
175010,3
74256,1
27556,2
214925,2
240464,2
95199,2
12351,5
249153,5
116294,2
81362,2
62307,2
120275,2
250312,1
30833,6
9700,6
217162,2
66377,2
120544,6
251346,2
128831,2
162036,2
42403,6
24949,5
154518,2
191671,6
77118,5
13790,2
113032,2
175849,2
238675,2
125475,2
82097,0
33531,1
50416,2
203527,2
233714,2
115433,2
59202,2
170637,2
228295,2
54926,5
54987,2
187517,2
150261,2
155340,6
96444,2
29598,2
227244,2
219355,2
177742,2
229599,0
229660,0
195350,2
251991,6
252137,1
71058,2
112645,6
106930,2
223228,0
149405,2
72888,2
153364,2
209163,2
101223,2
112266,2
183288,3
173480,2
156869,2
20327,2
70580,2
43584,2
201051,2
173667,2
251316,2
200472,2
106271,2
31337,1
62115,2
219586,2
109533,7
134860,2
187198,2
212185,2
124425,3
83148,2
19770,2
220112,2
44940,2
113720,3
94001,0
127937,2
244273,2
33312,2
114021,2
171865,2
9858,2
187540,1
216357,3
100812,2
59926,2
202127,3
504,2
148359,2
181602,2
79185,2
252203,2
101698,2
1043,2
107284,2
36351,2
57362,2
193200,2
6781,6
184103,2
92573,2
182882,2
180095,2
140331,5
183168,2
36645,2
251345,2
63484,1
47603,2
912,2
91617,6
117885,2
94408,2
43676,2
71553,5
26875,6
82981,5
42107,2
94993,1
246052,2
6350,2
80124,2
219915,2
123056,6
239825,6
3536,1
223462,2
3271,2
153359,2
82785,6
116413,2
162627,2
202385,2
223012,2
105241,2
79428,2
94037,3
79823,2
64710,3
98051,2
248023,2
234803,2
181862,3
26260,2
121675,3
144733,2
206603,2
179692,2
182213,2
118314,2
90790,1
214142,2
124834,2
181247,6
253074,2
35119,2
186493,2
185063,5
252434,2
93523,2
176557,2
124900,2
8206,5
238626,5
178704,2
7954,2
135112,2
49531,0
72712,5
16135,3
124507,2
66903,2
146779,2
53544,6
173970,2
61960,1
186904,2
169149,0
44757,5
3903,2
214770,2
201625,2
151176,2
68355,2
59831,2
62223,2
212193,2
117178,2
141922,6
171320,2
225791,6
234507,0
69493,2
154791,6
77516,2
97952,3
15021,2
54467,5
60260,2
215615,2
184346,2
216287,2
161199,2
51528,2
140293,2
61550,2
77852,2
164095,1
177968,2
144406,2
59712,2
59409,2
10161,2
125178,2
28820,6
170313,2
32636,2
113464,2
69188,6
159242,2
201444,2
81249,2
120187,6
19132,2
31626,2
171330,2
167696,2
19177,5
187856,2
203573,2
104323,2
19126,6
115283,2
20989,2
24711,5
251628,2
178189,2
221564,6
156030,5
26393,2
211609,6
75420,2
177658,2
139978,5
28295,2
106434,2
55414,3
118460,0
248008,2
157111,5
88185,2
172728,5
42058,2
164983,2
108655,1
173727,2
62300,2
225301,6
49465,2
110950,2
167507,2
146094,2
13141,2
36249,2
125262,6
104927,2
206405,2
222447,3
2316,2
92854,2
38215,2
130748,2
81016,5
102764,2
213634,2
201310,2
79411,2
87498,2
172478,2
158171,2
113987,2
218106,2
113585,2
224181,2
89844,5
135959,4
165674,2
123913,2
44636,6
244737,2
107508,6
32359,3
215318,2
218454,2
78603,3
115436,2
144271,6
233639,2
246202,0
203798,2
171029,2
137402,2
234850,2
70452,2
17036,2
77277,2
9915,2
206576,2
204718,2
29820,2
193984,2
209270,6
219635,2
2494,1
118289,2
99375,3
67958,2
143567,2
80088,2
214184,2
26033,2
133224,0
177608,2
245401,2
171656,6
106340,6
231062,2
46776,2
108028,2
207709,2
88111,2
169776,6
240089,2
172982,5
20287,3
190019,2
38759,2
73468,2
108869,2
70575,2
83236,2
135512,1
14274,2
193812,2
131053,2
54607,2
246233,2
7826,2
111367,2
141248,2
104179,2
214616,2
67303,6
80725,2
61911,2
54698,2
60500,6
217964,2
130866,2
96774,2
22953,2
168573,2
14387,3
164655,0
128585,2
57950,2
85129,2
180572,2
166202,2
10836,2
219910,2
17518,2
149791,2
148675,2
89853,2
229883,0
180264,6
118287,2
178893,1
130762,1
220898,3
81210,2
144092,2
62937,2
11625,3
209794,2
139823,1
134508,5
29309,2
189451,6
14457,2
181852,2
91958,0
37176,2
28120,2
97622,5
77565,2
66062,2
140481,2
192307,2
123134,5
170853,2
111076,2
187512,2
125525,2
52769,2
122850,2
240729,2
173124,2
126461,2
83863,2
2720,1
123091,2
171178,2
243708,2
184217,2
61883,2
241982,5
21362,2
231801,2
122687,2
79359,2
97834,2
102979,2
59942,2
157920,2
69456,2
207989,2
201344,2
135735,2
178357,2
177749,2
246154,4
11518,2
5075,2
175017,2
170020,2
192526,2
46232,6
168131,2
235593,2
134842,2
150951,2
119274,2
120179,2
55448,2
65784,2
53184,0
236728,2
25805,2
243636,6
227842,2
44286,2
107471,2
65585,2
54528,0
225800,2
122129,6
117166,2
203542,2
83719,2
50840,2
216901,2
45412,2
94572,2
59294,2
13877,2
22471,2
118888,2
151346,2
219153,6
15760,2
203728,2
89033,2
119470,2
118865,2
198655,2
189067,2
108850,2
113492,2
169286,2
105005,2
113133,6
180975,5
185266,2
194396,2
39654,1
94205,6
2153,2
78665,6
244522,2
94363,3
175189,2
4716,2
34457,1
250456,2
54237,5
128377,2
76031,2
74591,2
4287,1
191427,1
196851,2
106662,2
69834,5
118657,2
76381,2
125074,3
238424,0
12904,5
99957,6
36994,2
53481,2
26775,2
238472,2
116332,0
71622,2
39022,2
230138,3
94974,2
129238,2
42883,6
51850,0
148066,2
146354,2
117535,2
225578,2
179855,2
8097,2
193058,5
49787,5
61131,2
227430,2
138141,1
16162,5
171364,2
155432,2
75857,3
2338,2
23575,2
80864,6
52836,2
114564,2
171432,5
38762,2
34582,2
185592,5
155600,2
116938,2
99519,2
99054,2
8843,0
136636,2
145764,2
168055,2
7661,2
3773,1
126698,2
62776,2
213429,2
117064,2
74875,5
200638,2
148663,2
232654,2
42830,2
101581,2
55330,3
210114,6
238129,2
109541,5
44142,1
88639,2
100859,2
232179,2
51369,2
208542,2
49248,2
152385,2
160481,2
43841,2
83870,2
245380,2
144965,2
182675,2
58232,2
8998,2
239390,2
118123,2
9489,2
218241,2
79256,0
138200,2
187544,2
88837,2
92662,2
86391,2
234308,3
30061,3
86348,2
156368,2
41606,2
122104,2
125012,2
156539,2
192842,3
216431,2
146127,2
5254,2
196458,1
236213,2
210370,2
161924,2
45780,2
104260,2
246767,6
77374,2
28303,2
230021,2
102004,2
170472,2
167066,2
182670,2
181287,2
176234,6
171633,6
54990,2
247122,2
6398,2
8111,0
235972,2
201110,2
192252,2
126459,2
216848,5
186153,2
31513,2
159851,2
21985,2
212798,0
229573,2
58133,2
93484,2
7542,2
8894,2
221024,2
77116,1
16258,2
14690,6
42389,2
7693,2
131375,6
248245,2
176164,2
160000,2
26130,2
15624,6
128335,2
199883,3
48836,2
218299,2
245239,5
187960,2
78070,2
4055,2
158860,2
229142,2
204314,1
178040,2
37361,3
27078,2
252893,5
162532,2
144112,2
141415,2
114376,6
111520,6
132963,2
221507,2
146159,2
187249,5
165177,3
93011,2
147446,2
111461,2
153597,5
220338,2
35884,6
10834,2
134411,5
212639,1
212839,3
90132,6
34328,6
51728,2
15681,2
124264,2
86834,6
134087,2
88285,2
204501,2
132263,2
88663,2
144597,6
8137,2
232816,2
31183,2
206595,2
92933,2
110928,2
171021,2
230489,2
246456,2
253260,2
119841,2
209031,2
45387,0
113122,2
46478,2
107071,2
183493,2
168675,2
99809,2
118523,2
40541,2
103948,2
184680,2
61132,5
75979,2
173822,6
96767,2
90171,2
214295,2
181418,2
73804,2
24863,2
150342,2
34293,2
187360,2
161587,6
69056,2
215054,2
202234,3
115270,5
246798,6
19683,2
143832,2
13140,2
153661,2
224545,2
177666,2
167797,5
85411,6
118650,2
144815,6
151162,2
58050,2
136764,2
84233,2
1873,2
226295,2
35931,2
234882,2
12244,2
193027,6
58835,2
229072,2
207,2
145835,2
147981,5
136168,2
127108,2
250299,1
109913,2
169284,2
108930,2
238499,2
37110,2
246198,2
9603,2
11284,3
162999,2
238198,2
249889,2
243895,2
101924,2
38307,2
127659,2
92418,2
66045,2
222066,2
77986,5
167882,2
101245,2
158028,2
229718,2
17424,5
253013,2
149462,2
117958,2
28731,5
25624,1
132533,5
190578,1
71508,2
91353,5
156538,2
223879,2
31309,2
52711,2
131370,2
167440,2
77636,5
128392,6
248610,2
178397,1
144091,6
87163,3
147003,2
83999,5
210630,2
185462,1
233832,2
189113,2
83241,2
94364,2
211045,2
113277,2
8911,2
178409,2
204799,2
179592,2
132665,2
124298,5
157352,2
108815,6
200216,2
4607,2
92823,2
140649,3
28676,6
192425,6
221567,3
81734,3
75253,5
251796,2
173454,2
119822,2
62285,2
117882,2
192896,2
207460,3
121901,2
216383,2
18517,2
50077,2
116941,2
55835,2
43484,2
171691,2
213458,6
146223,2
224883,2
193834,2
102130,6
23173,2
205488,2
69596,6
220043,2
186139,2
196250,2
245430,2
112733,2
107683,2
164516,2
136324,2
134244,3
164938,2
216285,2
215296,2
47910,2
29701,6
8963,0
118506,2
33465,2
179571,2
175648,6
39076,1
249292,2
133321,2
144154,6
34193,2
136288,2
141095,2
64889,2
28825,2
100496,2
120412,2
152024,2
127085,2
232293,2
249546,1
116305,2
167064,2
76775,2
60542,2
38099,5
164621,2
38299,5
191616,2
12500,2
159780,2
153118,6
197820,5
234886,2
223874,2
72108,2
21967,2
140567,5
191630,1
150646,2
21865,2
73683,2
217368,2
117312,2
66586,2
65788,2
79798,5
240289,6
34638,2
96158,2
2297,2
55195,2
138204,2
127547,6
86310,2
87934,2
211587,2
160403,2
229106,2
39912,2
70125,2
67600,3
217359,5
36190,2
246776,6
72038,2
91414,0
46373,2
128512,2
201524,0
73867,2
116177,2
104953,5
87590,2
76412,2
14465,2
219685,6
117960,1
245814,2
40433,6
194600,6
98264,2
245725,2
93139,2
61375,6
44977,6
172592,2
101164,2
247864,2
19792,2
160651,2
64844,6
226536,2
160702,2
152041,2
69363,2
209740,2
75312,2
244798,6
167760,2
131851,2
198008,6
8590,6
24363,2
138185,2
228076,6
167398,1
178847,2
114069,5
2714,2
103319,2
242272,5
184199,0
109428,2
111377,1
238281,2
11684,6
64519,2
53684,2
93623,2
29838,2
38836,2
179126,2
113365,0
224293,2
55138,0
232004,2
177916,2
132873,6
201299,2
188010,2
174978,2
219676,0
211419,2
67285,2
197422,2
32124,0
238849,2
197954,2
244893,2
187121,2
156878,2
136478,2
207730,2
246176,2
114657,2
153012,0
199894,2
108206,2
245256,0
27336,2
165699,2
68329,2
17927,2
198160,2
114033,2
230512,6
57128,2
7118,4
201911,2
4718,2
149254,2
131322,2
28984,2
222373,2
241960,5
99315,2
248748,2
65213,2
107329,2
108970,2
217498,5
139705,2
26213,1
87449,5
52698,6
146192,2
37484,2
164427,2
221417,5
137093,2
10124,0
156553,2
131033,2
192308,5
118431,2
35961,2
81622,0
167994,3
246436,2
137810,2
44041,2
238511,5
227692,4
31799,6
194638,2
204489,2
250686,6
122869,2
170413,2
109441,6
211691,2
163867,2
101603,3
104407,2
153198,2
166241,1
217440,4
97184,5
132435,2
185313,0
171576,2
149376,2
145744,2
155502,2
124212,5
64355,2
145122,2
217714,2
98080,2
159153,6
97597,2
226459,2
28645,2
169489,6
56043,2
93232,2
251317,5
37956,2
28268,2
94508,5
183556,2
145261,2
10715,2
166118,6
78362,2
22339,2
186225,6
222644,5
161465,5
239702,2
63854,2
35275,2
118377,2
211887,2
170202,2
234680,2
53745,2
70050,2
70835,2
194239,2
18696,2
214300,2
120689,2
181392,2
197075,5
208708,2
196669,6
55873,5
128766,2
22224,2
224916,2
4730,2
138922,2
151910,2
212248,2
171800,3
132867,2
198970,2
51484,2
66010,2
202717,6
250924,3
175872,2
82860,2
144734,2
111365,2
50891,2
82422,2
109223,2
133035,2
153584,2
29055,2
170635,2
170039,2
145526,2
51693,2
202667,2
96994,2
182799,5
138814,0
147822,2
237165,2
58334,2
117351,2
72345,2
216610,2
47687,2
59101,2
131675,2
70683,2
105234,2
95294,5
210328,2
33636,0
181438,2
17020,2
